,case_number,type,country,species_,date,mes,fatal,sexo,especie_cat,age,year,age_limpio
1242,1964.11.29,Unprovoked,australia,"White shark, 2.4 m [8'] ",29-Nov-1964,Nov,n,M,White,25.0,1964.0,25.0
1243,1964.10.04,Unprovoked,australia,"Grey nurse shark, 1.8 m [6']",04-Oct-1964,Oct,n,M,Grey,19.0,1964.0,19.0
1244,1964.09.07,Unprovoked,taiwan,1.8 m [6'] shark,07-Sep-1964,Sep,n,M,Unspecified,20.0,1964.0,20.0
1245,1964.08.23,Unprovoked,mexico,1.8 to 2.4 m [6' to 8'] shark,23-Aug-1964,Aug,n,M,Unspecified,19.0,1964.0,19.0
1246,1964.08.22,Invalid,usa,Invalid,22-Aug-1964,Aug,,M,Unspecified,18.0,1964.0,18.0
1247,1964.08.08,Unprovoked,usa,Hammerhead shark,08-Aug-1964,Aug,n,M,Unspecified,28.0,1964.0,28.0
1248,1964.06.28,Invalid,usa,Shark involvement prior to death was not confirmed,28-Jun-1964,Jun,,F,Unspecified,29.0,1964.0,29.0
1249,1964.06.02,Invalid,south africa,Shark involvement prior to death was not confirmed,02-Jun-1964,Jun,,M,Unspecified,40.0,1964.0,40.0
1250,1964.05.08,Unprovoked,fiji,Tiger shark,08-May-1964,May,y,M,Tiger,35.0,1964.0,35.0
1251,1964.03.05,Unprovoked,usa,1.7 m [5.5'] shark,05-Mar-1964,Mar,n,M,Unspecified,38.0,1964.0,38.0
1252,1964.02.10,Unprovoked,new zealand,"White shark, 3 m [10'] ",10-Feb-1964,Feb,n,M,White,26.0,1964.0,26.0
1253,1964.02.08,Unprovoked,south africa,"White shark, 1.5 m [5'] k",08-Feb-1954,Feb,n,M,White,25.0,1964.0,25.0
1254,1964.02.05.a,Unprovoked,new zealand,"White shark, 3 m to 3.7 m [10' to 12'] ",05-Feb-1964,Feb,y,M,White,19.0,1964.0,19.0
1255,1964.02.02,Invalid,australia,Shark involvement prior to death was not confirmed,02-Feb-1964,Feb,,M,Unspecified,23.0,1964.0,23.0
1256,1964.01.11,Unprovoked,usa,White shark (tooth fragment recovered),11-Jan-1964,Jan,n,M,White,21.0,1964.0,21.0
1257,1963.12.29,Unprovoked,south africa,"Zambesi shark, 1.8 m [6'] ",29-Dec-1963,Dec,n,F,Unspecified,20.0,1963.0,20.0
1258,1963.12.26.b,Unprovoked,south africa,1.8 m [6']  shark,26-Dec-1963,Dec,n,M,Unspecified,24.0,1963.0,24.0
1259,1963.12.22.a,Provoked,south africa,"Dusky shark, 1 m ",22-Dec-1963,Dec,n,M,Unspecified,13.0,1963.0,13.0
1260,1963.12.20.a,Unprovoked,south africa,300- to 400-lb Zambesi shark,20-Dec-1963,Dec,y,M,Unspecified,15.0,1963.0,15.0
1261,1963.12.08,Unprovoked,australia,White shark,08-Dec-1963,Dec,n,M,White,23.0,1963.0,23.0
1262,1963.11.30.b,Unprovoked,new zealand,Possibly a broadnose 7-gill shark,30-Nov-1963 ,Nov,n,M,Unspecified,20.0,1963.0,20.0
1263,1963.11.30.a,Provoked,papua new guinea,Tiger shark,30-Nov-1963,Nov,n,F,Tiger,18.0,1963.0,18.0
1264,1963.11.28,Unprovoked,fiji,>1.2 m [4'] tiger shark,28-Nov-1963,Nov,n,F,Tiger,21.0,1963.0,21.0
1265,1963.11.04,Unprovoked,palau,Dooley believed his Injury was caused by stingray (Dasyatidae family),04-Nov-1963,Nov,n,M,Unspecified,35.0,1963.0,35.0
1266,1963.10.16,Unprovoked,usa,500-lb shark,16-Oct-1963,Oct,n,M,Unspecified,28.0,1963.0,28.0
1267,1963.09.22,Unprovoked,solomon islands,5.5 m [18'] shark,22-Sep-1963,Sep,y,M,Unspecified,30.0,1963.0,30.0
1268,1963.09.13,Provoked,australia,1.5 m [5'] shark,13-Sep-1963,Sep,n,M,Unspecified,18.0,1963.0,18.0
1269,1963.09.10,Provoked,usa,"Nurse shark, 1.2 m [4'] ",10-Sep-1963,Sep,n,M,Unspecified,16.0,1963.0,16.0
1270,1963.07.28,Unprovoked,federated states of micronesia,Tiger shark,28-Jul-1963,Jul,n,M,Tiger,26.0,1963.0,26.0
1271,1963.06.01.b,Unprovoked,greece,"White shark, 3 m ",01-Jun-1963,Jun,y,F,White,42.0,1963.0,42.0
1272,1963.06.01.a,Provoked,papua new guinea,1.8 m [6'] shark,01-Jun-1963,Jun,n,M,Unspecified,30.0,1963.0,30.0
1273,1963.04.20,Unprovoked,usa,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis",20-Apr-1963,Apr,y,M,Unspecified,25.0,1963.0,25.0
1274,1963.04.12,Unprovoked,usa,3.7 to 4.5 m [12' to 15'] shark seen in vicinity,12-Apr-1963,Apr,n,M,Unspecified,15.0,1963.0,15.0
1275,1963.02.24,Unprovoked,australia,"Bronze whaler shark, 3 m [10'] ",24-Feb-1963,Feb,n,M,Unspecified,18.0,1963.0,18.0
1276,1963.02.08,Unprovoked,fiji,"White shark, 2.1 m [7'] ",08-Feb-1963,Feb,n,M,White,28.0,1963.0,28.0
1277,1963.01.28,Unprovoked,australia,"Tooth fragments of whaler shark were recovered, a bull shark, according to Edwards",28-Jan-1963,Jan,y,F,Bull,32.0,1963.0,32.0
1278,1963.01.26,Invalid,australia,Shark involvement prior to death was not confirmed,26-Jan-1963,Jan,,M,Unspecified,25.0,1963.0,25.0
1279,1963.01.11,Unprovoked,south africa,1 m shark,11-Jan-1963,Jan,n,M,Unspecified,27.0,1963.0,27.0
1280,1963.01.06,Unprovoked,south africa,"Zambesi shark, 2 m [6'9""] ",06-Jan-1963,Jan,n,M,Unspecified,24.0,1963.0,24.0
1281,1962.12.09,Unprovoked,australia,"White shark, 4.3 m [14'] (or bronze whaler)",09-Dec-1962,Dec,y,M,White,16.0,1962.0,16.0
1282,1962.11.11,Unprovoked,usa,"White shark, 4.3 m to 4.9m [14' to 16']",11-Nov-1962,Nov,n,M,White,24.0,1962.0,24.0
1283,1962.10.25,Unprovoked,mexico,2.7 m [9'] shark,25-Oct-1962,Oct,y,M,Unspecified,32.0,1962.0,32.0
1284,1962.09.30,Unprovoked,british west indies," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] ",30-Sep-1962,Sep,n,M,Unspecified,24.0,1962.0,24.0
1285,1962.09.02,Unprovoked,italy,White shark,02-Sep-1962 ,Sep,y,M,White,28.0,1962.0,28.0
1286,1962.08.30.a,Provoked,papua new guinea,"""A long thin brown-colored shark""",30-Aug-1962,Aug,n,M,Unspecified,49.0,1962.0,49.0
1287,1962.08.29,Provoked,usa,"Horn shar,k Heterodontus francisci, 1.2 m [4'] ",29-Aug-1962,Aug,n,M,Unspecified,39.0,1962.0,39.0
1288,1962.08.19,Unprovoked,usa,Unknown,19-Aug-1962,Aug,y,M,Unspecified,40.0,1962.0,40.0
1289,1962.08.12,Unprovoked,usa,1.8 m [6'] shark,12-Aug-1962,Aug,n,M,Unspecified,24.0,1962.0,24.0
1290,1962.07.19,Provoked,usa,Blue shark,19-Jul-1962,Jul,n,M,Unspecified,19.0,1962.0,19.0
1291,1962.06.17,Unprovoked,usa,1.8 m [6'] shark,17-Jun-1962,Jun,n,M,Unspecified,11.0,1962.0,11.0
1292,1962.06.04,Provoked,usa," Sevengill  shark, 1.2 m [4'] ",04-Jun-1962,Jun,n,M,Unspecified,55.0,1962.0,55.0
1293,1962.04.07,Unprovoked,south africa,"Zambesi shark, 1.2 m [4'] ",07-Apr-1962,Apr,n,M,Unspecified,13.0,1962.0,13.0
1294,1962.03.24,Unprovoked,papua new guinea,Possibly a bronze whaler shark,24-Mar-1962,Mar,y,M,Unspecified,10.0,1962.0,10.0
1295,1962.02.05,Unprovoked,south africa,"White shark, 3 m ",05-Feb-1962,Feb,y,M,White,13.0,1962.0,13.0
1296,1962.02.04,Unprovoked,australia,60 cm  shark ,04-Feb-1962,Feb,n,M,Unspecified,35.0,1962.0,35.0
1297,1962.01.27,Unprovoked,new zealand,1.5 m [5'] shark,27-Jan-1962,Jan,n,M,Unspecified,18.0,1962.0,18.0
1298,1962.01.18,Invalid,south africa,Shark involvement prior to death was not confirmed,18-Jan-1962,Jan,,M,Unspecified,40.0,1962.0,40.0
1299,1962.01.14.c,Unprovoked,usa,"White shark, 4 m [13'] ",14-Jan-1962,Jan,n,M,White,29.0,1962.0,29.0
1300,1962.01.14.a,Unprovoked,australia,"Bronze whaler shark, 2.1 m [7'] shark",14-Jan-1962,Jan,n,M,Unspecified,19.0,1962.0,19.0
1301,1962.01.11.b,Unprovoked,papua new guinea,White shark,11-Jan-1962,Jan,n,M,White,24.0,1962.0,24.0
1302,1962.01.11.a,Unprovoked,new zealand,"36""  shark",11-Jan-1962,Jan,n,F,Unspecified,54.0,1962.0,54.0
1303,1962.01.01,Unprovoked,marshall islands,1.8 m [6'] shark,01-Jan-1962,Jan,n,M,Unspecified,57.0,1962.0,57.0
1304,1961.12.28.c,Unprovoked,australia,3 m [10'] shark,28-Dec-1961,Dec,y,F,Unspecified,18.0,1961.0,18.0
1305,1961.12.28.b,Unprovoked,australia,3 m [10'] shark,28-Dec-1961,Dec,n,M,Unspecified,24.0,1961.0,24.0
1306,1961.12.28.a,Unprovoked,south africa,Zambesi shark,28-Dec-1961,Dec,n,M,Unspecified,18.0,1961.0,18.0
1307,1961.12.27,Provoked,australia,"Grey nurse shark, 2.4 m [8'] ",27-Dec-1961,Dec,n,M,Grey,23.0,1961.0,23.0
1308,1961.12.18.a,Unprovoked,australia,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut,18-Dec-1961,Dec,y,M,Unspecified,22.0,1961.0,22.0
1309,1961.12.13,Unprovoked,australia,1.8 m [6'] shark,13-Dec-1961,Dec,n,M,Unspecified,17.0,1961.0,17.0
1310,1961.09.24.b,Unprovoked,croatia,White shark,24-Sep-1961,Sep,y,M,White,19.0,1961.0,19.0
1311,1961.08.20,Unprovoked,usa,"White shark, 4 m [13'] ",20-Aug-1961,Aug,n,M,White,16.0,1961.0,16.0
1312,1961.08.16,Unprovoked,usa,White shark,16-Aug-1961,Aug,n,M,White,19.0,1961.0,19.0
1313,1961.08.02,Unprovoked,usa,2.4 m [8'] shark,02-Aug-1961,Aug,n,M,Unspecified,38.0,1961.0,38.0
1314,1961.07.29,Provoked,usa,"43"" shark",29-Jul-1961,Jul,n,M,Unspecified,57.0,1961.0,57.0
1315,1961.07.00.b,Unprovoked,italy,"White shark, 4.5 m ",Jul-1961,Jul,n,M,White,21.0,1961.0,21.0
1316,1961.05.21,Unprovoked,usa,White shark,21-May-1961,May,n,M,White,20.0,1961.0,20.0
1317,1961.05.15,Unprovoked,usa,"Hammerhead shark, 500-llb ",15-May-1961,May,n,M,Unspecified,52.0,1961.0,52.0
1318,1961.04.30,Invalid,usa,Shark involvement not confirmed,30-Apr-1961,Apr,,M,Unspecified,10.0,1961.0,10.0
1319,1961.04.21,Unprovoked,mozambique,Zambesi shark,21-Apr-1961,Apr,n,M,Unspecified,37.0,1961.0,37.0
1320,1961.04.14,Unprovoked,australia," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']",14-Apr-1961,Apr,n,M,Unspecified,40.0,1961.0,40.0
1321,1961.04.09,Unprovoked,mozambique,Zambesi shark,09-Apr-1961,Apr,y,M,Unspecified,38.0,1961.0,38.0
1322,1961.03.18,Unprovoked,australia,3 m [10'] shark,18-Mar-1961,Mar,n,M,Unspecified,24.0,1961.0,24.0
1323,1961.03.12,Unprovoked,australia,"White shark, 3.7 m [12'] ",12-Mar-1961,Mar,n,M,White,21.0,1961.0,21.0
1324,1961.03.09,Unprovoked,north pacific ocean,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart",09-Mar-1961,Mar,n,M,Grey,33.0,1961.0,33.0
1325,1961.02.12,Unprovoked,south africa,1.5 m [5'] shark,12-Feb-1961,Feb,n,M,Unspecified,27.0,1961.0,27.0
1326,1961.02.01.b,Unprovoked,south africa,"2.1 m [7'], 90-kg shark",01-Feb-1961,Feb,y,M,Unspecified,14.0,1961.0,14.0
1327,1961.01.22,Unprovoked,south africa,White shark,22-Jan-1961,Jan,n,M,White,15.0,1961.0,15.0
1328,1961.01.15,Provoked,australia,"Wobbegong shark, 1.5 m [5'] ",15-Jan-1961,Jan,n,M,Unspecified,27.0,1961.0,27.0
1329,1961.01.06.c,Unprovoked,south africa,"White shark, based on bite pattern",06-Jan-1961,Jan,n,M,White,13.0,1961.0,13.0
1330,1960.12.24,Unprovoked,south africa,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark",24-Dec-1960,Dec,y,M,White,25.0,1960.0,25.0
1331,1960.12.20,Unprovoked,australia,"Grey nurse shark, 1m ",20-Dec-1960,Dec,n,M,Grey,33.0,1960.0,33.0
1332,1960.11.27,Unprovoked,australia,3' shark,27-Nov-1960,Nov,n,M,Unspecified,41.0,1960.0,41.0
1333,1960.08.10,Provoked,usa,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer",10-Aug-1960,Aug,n,M,Lemon,15.0,1960.0,15.0
1334,1960.07.03,Provoked,usa,"""sand shark""",03-Jul-1960,Jul,n,M,Unspecified,41.0,1960.0,41.0
1335,1960.06.24,Unprovoked,usa,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth",24-Jun-1960,Jun,n,M,Unspecified,39.0,1960.0,39.0
1336,1960.05.24,Unprovoked,bermuda,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered",24-May-1960,May,n,M,Unspecified,25.0,1960.0,25.0
1337,1960.05.19,Unprovoked,usa,"White shark, 4 m to 5 m [13' to 16.5'] ",19-May-1960,May,n,F,White,16.0,1960.0,16.0
1338,1960.04.30,Unprovoked,south africa,"White shark, 2.1 m [7']  based on tooth pattern",30-Apr-1960,Apr,n,M,White,16.0,1960.0,16.0
1339,1960.04.24,Unprovoked,usa,"White shark, 4.9 m [16'] ",24-Apr-1960,Apr,n,M,White,48.0,1960.0,48.0
1340,1960.04.14,Invalid,bermuda,Questionable incident,14-Apr-1960,Apr,,M,Unspecified,21.0,1960.0,21.0
1341,1960.04.12,Unprovoked,australia,"White shark, 3.7 m [12'] ",12-Apr-1960,Apr,n,M,White,17.0,1960.0,17.0
1342,1960.03.31,Unprovoked,usa,"1.2 m [4'], possibly  larger shark",31-Mar-1960,Mar,n,M,Unspecified,42.0,1960.0,42.0
1343,1960.02.29,Unprovoked,australia,Two 2.1 m [7'] sharks,29-Feb-1960,Feb,n,M,Unspecified,30.0,1960.0,30.0
1344,1960.02.27.a,Invalid,usa,"According to Benjamin, the injury was inflicted by a barracuda, not a shark",27-Feb-1960,Feb,,M,Unspecified,36.0,1960.0,36.0
1345,1960.01.16,Unprovoked,australia,Bull shark,16-Jan-1960,Jan,y,M,Bull,13.0,1960.0,13.0
1346,1959.11.29,Unprovoked,australia,3.5 m [11.5'] shark,29-Nov-1959,Nov,n,M,Unspecified,19.0,1959.0,19.0
1347,1959.11.28,Unprovoked,australia,"""a small shark""",28-Nov-1959,Nov,n,M,Unspecified,17.0,1959.0,17.0
1348,1959.11.22,Unprovoked,australia,3 m to 4.3 m [10' to 14'] shark,22-Nov-1959,Nov,n,M,Unspecified,19.0,1959.0,19.0
1349,1959.11.10,Unprovoked,usa,"Blue shark, 1.5 m [5'] ",10-Nov-1959,Nov,n,M,Unspecified,21.0,1959.0,21.0
1350,1959.10.04,Unprovoked,usa,"White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks",04-Oct-1959,Oct,n,M,White,30.0,1959.0,30.0
1351,1959.10.00,Unprovoked,fiji,"Tiger shark, 1.8 m [6']",Oct-1959,Oct,n,M,Tiger,36.0,1959.0,36.0
1352,1959.09.26.b,Sea Disaster,usa,"A hammerhead shark, then 8 to 10 other sharks were said to be  involved",26-Sep-1959,Sep,n,M,Unspecified,30.0,1959.0,30.0
1353,1959.08.20,Invalid,philippines,Shark involvement prior to death was not confirmed,20-Aug-1959,Aug,,M,Unspecified,10.0,1959.0,10.0
1354,1959.08.11,Unprovoked,japan,"Blue shark, 3 m [10']",11-Aug-1959,Aug,y,M,Unspecified,13.0,1959.0,13.0
1355,1959.07.28,Unprovoked,usa,"Hammerhead shark, 1.8 m [6'] S. zygena identified by C. Limbaugh on description",28-Jul-1959,Jul,n,M,Unspecified,25.0,1959.0,25.0
1356,1959.06.14.a,Unprovoked,usa,"Reported to involve a White shark, 6 m to 7m [20' to 23'] ",14-Jun-1959,Jun,y,M,White,33.0,1959.0,33.0
1357,1959.05.07,Unprovoked,usa,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks",07-May-1959,May,y,M,White,18.0,1959.0,18.0
1358,1959.05.03,Unprovoked,usa,"Tiger shark, 3.7 m [12']",03-May-1959,May,n,M,Tiger,19.0,1959.0,19.0
1359,1959.02.01,Unprovoked,south africa,1.8 to 2.1 m [6' to 7'] shark,01-Feb-1959,Feb,n,M,Unspecified,14.0,1959.0,14.0
1360,1959.01.31,Unprovoked,australia,"Grey nurse shark, 1.8 m [6']",31-Jan-1959,Jan,n,M,Grey,20.0,1959.0,20.0
1361,1959.01.17.b,Unprovoked,australia,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] ,17-Jan-1959,Jan,y,M,Unspecified,22.0,1959.0,22.0
1362,1959.01.17.a,Unprovoked,australia,1.8 m [6'] shark,17-Jan-1959,Jan,n,M,Unspecified,17.0,1959.0,17.0
1363,1959.01.15,Unprovoked,south africa,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness",15-Jan-1959,Jan,n,M,White,18.0,1959.0,18.0
1364,1958.12.13,Unprovoked,usa,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] ",13-Dec-1958,Dec,y,M,Tiger,15.0,1958.0,15.0
1365,1958.12.12,Unprovoked,american samoa,Tiger shark,12-Dec-1958,Dec,y,M,Tiger,22.0,1958.0,22.0
1366,1958.11.23,Unprovoked,australia,12' shark,23-Nov-1958,Nov,y,M,Unspecified,21.0,1958.0,21.0
1367,1958.09.06,Unprovoked,bahamas,200-lb shark,06-Sep-1958,Sep,n,M,Unspecified,42.0,1958.0,42.0
1368,1958.07.27.b,Unprovoked,usa,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",27-Jul-1958,Jul,n,M,Tiger,12.0,1958.0,12.0
1369,1958.07.27.a,Unprovoked,usa,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",27-Jul-1958,Jul,n,M,Tiger,8.0,1958.0,8.0
1370,1958.07.04.a,Sea Disaster,pacific ocean,Sharks averaged 1.8 m [6'] in length,04-Jul-1958,Jul,n,M,Unspecified,31.0,1958.0,31.0
1371,1958.07.02,Provoked,usa,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark",02-Jul-1958,Jul,n,M,Unspecified,20.0,1958.0,20.0
1372,1958.07.00.b,Unprovoked,bahamas,"Tiger shark, <2 m TL",Jul-1958,Jul,n,M,Tiger,36.0,1958.0,36.0
1373,1958.06.26,Provoked,usa,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions",26-Jun-1958,Jun,n,M,Unspecified,59.0,1958.0,59.0
1374,1958.06.24,Unprovoked,usa,Tiger shark?,24-Jun-1958,Jun,n,M,Tiger,17.0,1958.0,17.0
1375,1958.04.19,Unprovoked,taiwan,"Mako shark, 100-kg [221-lb] ",19-Apr-1958,Apr,n,M,Unspecified,29.0,1958.0,29.0
1376,1958.04.05,Unprovoked,south africa,3 m [10'] shark,05-Apr-1958,Apr,y,F,Unspecified,28.0,1958.0,28.0
1377,1958.04.03,Unprovoked,south africa,3 m [10'] shark,03-Apr-1958,Apr,y,M,Unspecified,29.0,1958.0,29.0
1378,1958.01.19,Unprovoked,australia,6' shark,19-Jan-1958,Jan,n,M,Unspecified,14.0,1958.0,14.0
1379,1957.12.30,Unprovoked,south africa,1.8 m [6'] shark,30-Dec-1957,Dec,n,F,Unspecified,14.0,1957.0,14.0
1380,1957.12.23,Unprovoked,south africa,>3 m [10'] shark,23-Dec-1957,Dec,y,M,Unspecified,23.0,1957.0,23.0
1381,1957.07.15,Unprovoked,usa,White shark,15-Jul-1957,Jul,y,M,White,57.0,1957.0,57.0
1382,1957.05.11,Unprovoked,australia,4.6 m [15'] shark,11-May-1957,May,n,M,Unspecified,28.0,1957.0,28.0
1383,1957.04.28,Unprovoked,usa,White shark,28-Apr-1957,Apr,y,M,White,25.0,1957.0,25.0
1384,1957.04.22,Provoked,usa,4 m [13'] shark,22-Apr-1957,Apr,n,M,Unspecified,17.0,1957.0,17.0
1385,1957.04.13,Unprovoked,australia,Shark seen feeding on turtle scraps thrown overboard prior to incident.,13-Apr-1957,Apr,n,M,Unspecified,22.0,1957.0,22.0
1386,1956.12.26,Unprovoked,papua new guinea,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut,26-Dec-1956,Dec,y,M,Tiger,19.0,1956.0,19.0
1387,1956.10.07,Unprovoked,senegal,Lemon shark,07-Oct-1956,Oct,n,M,Lemon,19.0,1956.0,19.0
1388,1956.08.15.a,Unprovoked,usa,"White shark, 2.7 m [9'] ",15-Aug-1956,Aug,n,M,White,10.0,1956.0,10.0
1389,1956.03.04,Unprovoked,australia,3.7 m [12'] shark & may have been another shark nearby,04-Mar-1956,Mar,y,M,Unspecified,26.0,1956.0,26.0
1390,1956.02.26,Unprovoked,australia,1.8 m [6'] shark,26-Feb-1956,Feb,y,M,Unspecified,15.0,1956.0,15.0
1391,1955.11.16,Unprovoked,papua new guinea,Wobbegong shark,16-Nov-1955,Nov,n,M,Unspecified,8.0,1955.0,8.0
1392,1955.08.08,Unprovoked,american samoa,Blue shark,08-Aug-1955,Aug,y,M,Unspecified,28.0,1955.0,28.0
1393,1955.02.06,Unprovoked,usa,"White shark, 5 m to 6 m [16.5' to 20] ",06-Feb-1955,Feb,n,M,White,19.0,1955.0,19.0
1394,1955.02.05,Unprovoked,australia,3.6 m  white shark  (or bronze whaler),05-Feb-1955,Feb,y,M,White,25.0,1955.0,25.0
1395,1955.01.17,Unprovoked,australia,"Bronze whaler shark,3.7 m [12'] ",17-Jan-1955,Jan,y,M,Unspecified,13.0,1955.0,13.0
1396,1954.06.27,Unprovoked,australia,2.4 m [8']  shark,27-Jun-1954,Jun,n,M,Unspecified,30.0,1954.0,30.0
1397,1954.01.22.a,Unprovoked,argentina,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett,22-Jan-1954,Jan,n,M,White,18.0,1954.0,18.0
1398,1954.01.15,Unprovoked,papua new guinea,14' shark,15-Jan-1954,Jan,n,M,Unspecified,26.0,1954.0,26.0
1399,1953.08.00,Invalid,mexico,Invalid,Aug-1953,Aug,,M,Unspecified,19.0,1953.0,19.0
1400,1953.07.26,Unprovoked,usa,3 m [10'] shark seen in vicinity,26-Jul-1953,Jul,y,M,Unspecified,15.0,1953.0,15.0
1401,1953.02.15,Unprovoked,australia,Wobbegong shark,15-Feb-1953,Feb,n,M,Unspecified,25.0,1953.0,25.0
1402,1952.12.21,Unprovoked,australia,2.4 m [8'] shark,21-Dec-1952,Dec,n,M,Unspecified,25.0,1952.0,25.0
1403,1952.12.07,Unprovoked,usa,"White shark,4.6 m [15'] ",7-Dec-1952,Dec,y,M,White,17.0,1952.0,17.0
1404,1951.12.06,Unprovoked,australia,2.4 m [8']  shark,6-Dec-1951,Dec,y,M,Unspecified,21.0,1951.0,21.0
1405,1951.11.29,Unprovoked,south africa,"White shark, 1.8 m [6'] ",29-Nov-1951,Nov,n,M,White,23.0,1951.0,23.0
1406,1951.11.28.a,Unprovoked,south africa,"White shark, 2.4 m [8'] ",28-Nov-1951,Nov,n,M,White,24.0,1951.0,24.0
1407,1951.03.26,Provoked,australia,"Wobbegong shark, 4'",26-Mar-1951,Mar,n,M,Unspecified,23.0,1951.0,23.0
1408,1951.02.19,Unprovoked,south africa,136-kg [300-lb] shark,19-Feb-1951,Feb,n,M,Unspecified,31.0,1951.0,31.0
1409,1950.11.25,Unprovoked,australia,"White shark, 3m, seen in area and hooked 3 days later",25-Nov-1950,Nov,n,M,White,21.0,1950.0,21.0
1410,1950.10.08,Unprovoked,usa,White shark,28-Oct-1950,Oct,n,M,White,31.0,1950.0,31.0
1411,1950.10.04,Unprovoked,australia,4' shark,04-Oct-1950,Oct,n,M,Unspecified,25.0,1950.0,25.0
1412,1950.08.06,Provoked,el salvador,"1,100-lb shark",06-Aug-1950,Aug,n,M,Unspecified,27.0,1950.0,27.0
1413,1950.02.11,Unprovoked,south africa,"White shark, 3.7 m [12']  according to witnesses",11-Feb-1950,Feb,y,M,White,14.0,1950.0,14.0
1414,1950.00.00.i,Unprovoked,indonesia,"Tiger shark, 3.7 m to 4.3 m  [12' to 14']",Summer 1950,Summer,y,M,Tiger,7.0,1950.0,7.0
1415,1949.11.20,Unprovoked,australia,6' shark,20-Nov-1949,Nov,n,M,Unspecified,36.0,1949.0,36.0
1416,1949.04.17,Unprovoked,australia,"3.3 m [10'9""] shark",17-Apr-1949,Apr,y,M,Unspecified,13.0,1949.0,13.0
1417,1949.01.23,Unprovoked,australia,"White shark, 3.6 m [11'9""] ",23-Jan-1949,Jan,y,M,White,20.0,1949.0,20.0
1418,1949.01.14,Invalid,australia,Invalid,14-Jan-1949,Jan,,M,Unspecified,32.0,1949.0,32.0
1419,1948.09.22,Unprovoked,greece,Said to be 6.4 m [21'] shark,22-Sep-1948,Sep,y,M,Unspecified,17.0,1948.0,17.0
1420,1948.00.00.d,Provoked,usa,Nurse shark,Summer 1948,Summer,n,M,Unspecified,48.0,1948.0,48.0
1421,1947.12.21,Unprovoked,australia,Grey nurse shark,21-Dec-1947,Dec,n,M,Grey,9.0,1947.0,9.0
1422,1947.08.04,Unprovoked,usa,Possibly C. leucas,04-Aug-1947,Aug,y,M,Unspecified,20.0,1947.0,20.0
1423,1947.04.20,Unprovoked,south africa,"1.5 m, 45-kg shark",20-Apr-1947,Apr,n,M,Unspecified,21.0,1947.0,21.0
1424,1947.03.09,Unprovoked,south africa,"Blacktip shark, 2 m [6.75'] ",09-Mar-1947,Mar,n,M,Unspecified,22.0,1947.0,22.0
1425,1947.01.05,Unprovoked,south africa,>1.6 m shark,05-Jan-1947,Jan,n,M,Unspecified,18.0,1947.0,18.0
1426,1946.08.18,Unprovoked,australia,4.3 m [14'] shark,18-Aug-1946,Aug,y,M,Unspecified,30.0,1946.0,30.0
1427,1946.02.10.b,Unprovoked,australia,"White shark, 4.2 m [13'9""] ",10-Feb-1946,Feb,n,M,White,18.0,1946.0,18.0
1428,1946.01.07,Unprovoked,south africa,1.5 m [5'] shark,07-Jan-1946,Jan,n,M,Unspecified,18.0,1946.0,18.0
1429,1945.03.06,Unprovoked,south africa,Thought to involve a Zambesi shark,06-Mar-1945,Mar,n,M,Unspecified,37.0,1945.0,37.0
1430,1945.00.00.a,Unprovoked,iraq,Bull shark,1945,,n,M,Bull,15.0,1945.0,15.0
1431,1944.07.22,Unprovoked,south africa,"White shark, according to witnesses",22-Jul-144,Jul,y,M,White,17.0,1944.0,17.0
1432,1943.09.23,Unprovoked,panama,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)",23-Sep-1943,Sep,y,M,White,20.0,1943.0,20.0
1433,1943.07.00.a,Invalid,mexico,Invalid,Jul-1943,Jul,,M,Unspecified,25.0,1943.0,25.0
1434,1942.12.26,Unprovoked,australia,Bull shark,26-Dec-1942,Dec,y,F,Bull,15.0,1942.0,15.0
